A	nida.;
CEYRANGÖZ	is.;
CEYRANGÖZLÜ	sif.;
CEYRANGÖZLÜ	sif.;
CEYRANI	is.;
CEYRANKEÇMƏZ	sif.;
CEYRANOTU	is.;
CEYRANSAYAQ	sif.;
CEYRANYERİŞLİ	sif.;
ÇEZ	f.;
CƏZA	is.;
CƏZAÇƏKMƏ	is.;
CƏZALA	f.;
CƏZALAMA	f.;
CƏZALAN	f.;
CƏZALANDIR	f.;
CƏZALANDIRIL	f.;
CƏZALANDIRILMA	f.;
CƏZALANDIRILMAQ	f.;
CƏZALANDIRMA	f.;
CƏZALANDIRMAQ	f.;
CƏZALANMA	f.;
CƏZALANMAQ	f.;
CƏZALAT	f.;
CƏZALATMA	f.;
CƏZASIZ	sif.;
CƏZASIZLIQ	is.;
CƏZAVERİCİ	is.;sif.;
CƏZB	is.;
CƏZBƏ	is.;
CƏZBEDİCİ	sif.;
CƏZBEDİCİLİK	is.;
CƏZBƏLİ	sif.;
CƏZBETMƏ	is.;
ÇEZDİR	f.;
ÇEZDİRMƏ	f.;
CƏZƏ-FƏZƏ	is.;
CƏZİRƏVİ	sif.;
CƏZM	is.;
ÇEZMƏ	f.;
ÇEZMƏK	f.;
CİB	f.;
ÇİBAN	is.;
ÇİBANÇİÇƏYİ	is.;
ÇİBANOTU	is.;
CIBBILI, CIBCIBBILI	sif.;
CİBBİLTİ	is.;
CİB-CİB	teqlidi. soz;
CİBCİK	is.;
CİBƏGİRƏN	is.;
CİBGİR	is.;
CİBGİRLİK	is.;
ÇİBİN	is.;
ÇİBİNÇİÇƏK	is.;
ÇİBİNLİK	is.;
ÇİBİNQIRAN	is.;
ÇİBİNTUTAN	is.;
CIBIRIQ	is.;
CİBİŞDANÇI	is.;
CİBKƏSƏN	is.;
CİBLƏ	f.;
CİBLƏMƏ	f.;
CİBLƏMƏK	f.;
CİBLƏN	f.;
CİBLƏNMƏ	f.;
CİBLİ	sif.;
CİBLİK	is.;
CİBXƏRCLİYİ	is.;
ÇİÇƏ	sif.;
ÇİÇƏBAHAR	is.;
ÇİÇƏK	is.;
ÇİÇƏKAÇMA	is.;
ÇİÇƏKALTLIĞI	is.;
ÇİÇƏKAYAQCIĞI	is.;
ÇİÇƏKÇİ	is.;
ÇİÇƏKÇİLİK	is.;
ÇİÇƏKCİYƏZ	is.;
ÇİÇƏKDAN	is.;
ÇİÇƏKDƏRƏN	is.;
ÇİÇƏKDÖYƏN	is.;
ÇİÇƏKDÖYMƏ	is.;
ÇİÇƏKKORLUĞU	is.;
ÇİÇƏKLƏ	f.;
ÇİÇƏKLƏMƏ	f.;
ÇİÇƏKLƏMƏK	f.;
ÇİÇƏKLƏN	f.;
ÇİÇƏKLƏNDİR	f.;
ÇİÇƏKLƏNDİRMƏ	f.;
ÇİÇƏKLƏNDİRMƏK	f.;
ÇİÇƏKLƏNMƏ	f.;
ÇİÇƏKLƏNMƏK	f.;
ÇİÇƏKLİ	sif.;
ÇİÇƏKLİK	is.;
ÇİÇƏKPƏRƏST	sif.;
ÇİÇƏKPƏRƏSTLİK	is.;
ÇİÇƏKQURDU	is.;
ÇİÇƏKSATAN	is.;
ÇİÇƏKSEVƏN	sif.;
ÇİÇƏKVARI	sif.;
ÇİÇƏKVERƏN	is.;
ÇİÇƏKYANLIĞI	is.;
ÇİÇƏKYATAĞI	is.;
ÇİÇƏKYEYƏN	is.;
CİCİ	is.;
CİCİ-BACI	is.;
CİCİ-BACILIQ	is.;
CİDA	is.;
CİDA	zer.;
CİDAL	is.;
CİDALGAH	is.;
CİDALI	sif.;
CİDALLI	sif.;
CİDAR	is.;
CİDARLA	f.;
CİDARLAMA	f.;
CİDARLAN	f.;
CİDARLANMA	f.;
CİDD-CƏHD	is.;
CİDDƏN	zer.;
CİDDİ	sif.;zer.;
CİDDİLƏŞ	f.;
CİDDİLƏŞDİR	f.;
CİDDİLƏŞDİRİL	f.;
CİDDİLƏŞDİRİLMƏ	f.;
CİDDİLƏŞDİRMƏ	f.;
CİDDİLƏŞDİRMƏK	f.;
CİDDİLƏŞMƏ	f.;
CİDDİLƏŞMƏK	f.;
CİDDİLİK	is.;
CİDDİYYƏT	is.;
CİDDİYYƏTLƏ	zer.;
CİDDİYYƏTSİZ	sif.;
CİDDİYYƏTSİZLİK	is.;
CIDIR	is.;
CIDIRÇI	is.;
CIDIRÇILIQ	is.;
CIDIROĞLU	is.;
CİFTLƏŞ	f.;
CİFTLƏŞDİR	f.;
CİFTLƏŞDİRİL	f.;
CİFTLƏŞDİRİLMƏ	f.;
CİFTLƏŞDİRMƏ	f.;
CİFTLƏŞDİRMƏK	f.;
CİFTLƏŞMƏ	f.;
CİFTLƏŞMƏK	f.;
CIĞ	is.;
ÇIĞ	is.;
CIĞA	is.;
CIĞAL	sif.;
CIĞALBAZ	is.;sif.;
CIĞALBAZLIQ	is.;
CIĞALÇI	sif.;
CIĞALÇILIQ	is.;
CIĞALI	sif.;
CIĞALLA	f.;
CIĞALLAMA	f.;
CIĞALLAMAQ	f.;
CIĞALLAŞ	f.;
CIĞALLAŞMA	f.;
CIĞALLIQ	is.;
ÇIĞAN-BIĞAN	is.;
CIĞARA	is.;
CIĞ-CIĞ	is.;
CIĞ-CIĞ	teqlidi. soz;
CIĞCIĞA	is.;
CIĞILDA	f.;
CIĞILDAMA	f.;
CIĞILDAMAQ	f.;
CIĞILDAŞ	sif.;
CIĞILDAŞMA	f.;
CIĞILDAŞMAQ	f.;
CIĞILDAT	f.;
CIĞILDATMA	f.;
CIĞILTI	is.;
CIĞILTILI	sif.;
ÇIĞIR	f.;
CIĞIR	is.;
CIĞIRAÇAN	is.;
ÇIĞIR-BAĞIR	is.;
ÇIĞIR-BAĞIRÇI	is.;
ÇIĞIR-BAĞIRÇILIQ	is.;
ÇIĞIR-BAĞIRTI	is.;
ÇIĞIRDA-ÇIĞIRDA	zer.;
CIĞIRDAŞ	is.;
CIĞIRDAŞLIQ	is.;
ÇIĞIRĞAN	sif.;
ÇIĞIRĞANLIQ	is.;
ÇIĞIRIQ	is.;
ÇIĞIRIŞ	is.;
ÇIĞIRIŞMA	f_is.;
ÇIĞIRIŞMAQ	f.;
ÇIĞIRMA	f.;
ÇIĞIRMAQ	f.;
CIĞIRSIZ	sif.;
ÇIĞIRT	f.;
ÇIĞIRTI	is.;
ÇIĞIRTI-BAĞIRTI	is.;
ÇIĞIRTILI	sif.;
ÇIĞIRTMA	f.;is.;
ÇIĞIRTMA	is.;
ÇIĞIRTMALI	sif.;
ÇIĞIRTMALIQ	sif.;
ÇIĞIRTMAQ	f.;
CIĞKİMİ	sif.;
CIĞLAN	f.;
CIĞLANDIR	f.;
CIĞLANDIRMA	f.;
CIĞLANDIRMAQ	f.;
CIĞLANMA	f.;
CIĞLANMAQ	f.;
CIĞLIQ	is.;
ÇIĞLIQ	is.;
ÇIĞNA	f.;
ÇIĞNAMA	f.;
ÇIĞNAMAQ	f.;
CIĞ-VIĞ	is.;
CIĞ-VIĞÇI	is.;
CİHAD	is.;
CİHAZ	is.;
CİHAZQAYIRAN	sif.;
CİHAZQAYIRMA	is.;
CİHAZQURAŞDIRMA	f.;
CİHAZYIĞMA	f.;
CİK-BİK	teqlidi. soz;
CİK-CİK	teqlidi. soz;
CİKKİLDƏ	f.;
CİKKİLDƏMƏ	f.;
CİKKİLDƏMƏK	f.;
CİKKİLDƏŞ	f.;
CİKKİLDƏŞMƏ	f.;
CİKKİLDƏŞMƏK	f.;
CİKKİLTİ	is.;
CİL	is.;
ÇİL	is.;
ÇİL	sif.;
CİLA	is.;
CİLAÇI	is.;
CİLALA	f.;
CİLALAMA	f.;
CİLALAMAQ	f.;
CİLALAN	f.;
CİLALANMA	f.;
CİLALANMAQ	f.;
CİLALANMIŞ	sif.;
CİLALAYICI	is.;
CİLALAYICILIQ	is.;
CİLALI	sif.;
ÇİL-ÇİL	sif.;
ÇIL-ÇILPAQ	sif.;zer.;
ÇİLÇİLSİFƏT	sif.;
ÇİLÇIRAQ	is.;
ÇİLÇIRAQBAN	sif.;
ÇİLÇIRAQLI	sif.;
ÇIL-ÇIRPI	top.;
CİLD	is.;
ÇILDAQ	is.;
ÇILDAQLA	f.;
ÇILDAQLAMA	f.;
ÇILDAQLAMAQ	f.;
ÇILDAQLAN	f.;
ÇILDAQLANMA	f.;
CİLDÇİ	is.;
CİLD-CİLD	zer.;
CİLDÇİLİK	is.;
CİLDHAZIRLAYAN	is.;
ÇILDIR	f.;
CILDIR-CILDIR	zer.;
ÇILDIRIM	is.;
ÇILDIRMA	f.;
CİLDLƏ	f.;
CİLDLƏDİL	f.;
CİLDLƏDİLMƏ	f.;
CİLDLƏMƏ	f.;
CİLDLƏMƏK	f.;
CİLDLƏN	f.;
CİLDLƏNDİR	f.;
CİLDLƏNDİRMƏ	f.;
CİLDLƏNMƏ	f.;
CİLDLƏNMƏK	f.;
CİLDLƏNMİŞ	f.;
CİLDLƏT	f.;
CİLDLƏTDİR	f.;
CİLDLƏTDİRMƏ	f.;
CİLDLƏTDİRMƏK	f.;
CİLDLƏTMƏ	f.;
CİLDLƏTMƏK	f.;
CİLDLİ	sif.;
CİLDLİK	is.;
CİLDSİZ	sif.;
CİLDXANA	is.;
ÇİLƏ	is.;
ÇİLƏCİ	is.;
ÇİLƏDAĞI	is.;
ÇİLƏDİ	is.;
ÇİLƏGƏN	is.;
ÇİLƏMƏ	f.;
ÇİLƏMƏK	f.;
ÇİLƏN	f.;
ÇİLƏNMƏ	f.;
ÇİLƏNMƏK	f.;
ÇİLƏOTU	is.;
ÇİLƏT	f.;
ÇİLƏTMƏ	is.;
ÇİLƏYƏN, ÇİLƏYİCİ	f.;is.;
ÇİLƏYİCİ	is.;
ÇİLƏYİCİ-TOZLAYICI	is.;
CILFIR	sif.;
CILĞI	is.;
ÇILĞIN	sif.;
ÇILĞINCA	zer.;
ÇILĞINCASINA	zer.;
ÇILĞINCASINA	zer.;
ÇILĞINLAŞ	f.;
ÇILĞINLAŞMA	f.;
ÇILĞINLAŞMAQ	f.;
ÇILĞINLIQ	is.;
ÇİLİKBASDIRMA	f.;
ÇİLİKBURNU	is.;
ÇİLİKBURUN	is.;
CİLİK-CİLİK	zer.;
ÇİLİK-ÇİLİK	zer.;
ÇİLİKLƏ	f.;
ÇİLİKLƏMƏ	f.;
ÇİLİKLƏMƏK	f.;
CİLİKLƏNMƏ	f.;
CİLİKLƏNMƏK	f.;
ÇİLİLİ	is.;
ÇILIN-ÇILPAQ	sif.;zer.;
ÇİLİNG	is.;
ÇİLİNGAĞAC	is.;
ÇİLİNGƏR	is.;
ÇİLİNGƏRLİK	is.;
ÇİLİNGƏRXANA	is.;
ÇİLİNGLƏ	f.;
ÇİLİNGLƏMƏ	f.;
ÇILIQQA	is.;
ÇILIQQALI	sif.;
CILIZ	sif.;
CILIZLA	f.;
CILIZLAMA	f.;
CILIZLANMA	f.;is.;sif.;
CILIZLANMAQ	f.;
CILIZLAŞ	f.;
CILIZLAŞDIR	f.;
CILIZLAŞDIRMA	f.;
CILIZLAŞMA	f.;
CILIZLAŞMAQ	f.;
CILIZLIQ	is.;
CILIZQUYRUQ	is.;
ÇİLLƏ	is.;
ÇİLLƏKƏN	is.;
ÇİLLƏMƏ	f.;
ÇİLLƏN	f.;
ÇİLLƏNMƏ	f.;
ÇİLLƏŞ	f.;
ÇİLLƏŞMƏ	f.;
ÇİLLİ	sif.;
CİLLİK	is.;
ÇİLLİK	is.;
CİLOV	is.;
ÇİLOV	is.;
ÇİLOVÇU	is.;
ÇİLOVÇULUQ	is.;
CİLOVDAR	is.;
CİLOVDARLIQ	is.;
CİLOVLA	f.;
CİLOVLAMA	f.;
CİLOVLAMAQ	f.;
CİLOVLAN	f.;
CİLOVLANMA	f.;
CİLOVLANMAQ	f.;
CİLOVLAT	f.;
CİLOVLATDIR	f.;
CİLOVLATDIRMA	f.;
CİLOVLATMA	f.;
CİLOVLU	sif.;
CİLOVLUQ	is.;
ÇİLOVPƏZ	sif.;
ÇİLOVPƏZ, ÇİLOVÇU	f.;is.;
ÇİLOVPƏZLİK	is.;
CİLOVSUZ	sif.;
CİLOVSUZLUQ	is.;
ÇILPAQ	sif.;
ÇILPAQCA	sif.;zer.;
ÇILPAQGÖZ	sif.;
ÇILPAQKİSƏLİ	sif.;
ÇILPAQLA	f.;
ÇILPAQLAMA	f.;
ÇILPAQLAN	f.;
ÇILPAQLANDIR	f.;
ÇILPAQLANDIRMA	f.;
ÇILPAQLANMA	f.;
ÇILPAQLANMAQ	f.;
ÇILPAQLAŞ	f.;
ÇILPAQLAŞDIR	f.;
ÇILPAQLAŞDIRMA	f.;
ÇILPAQLAŞMA	f.;
ÇILPAQLAŞMAQ	f.;
ÇILPAQLAT	f.;
ÇILPAQLATMA	f.;
ÇILPAQLIQ	is.;
ÇILPAQTOXUMLU	sif.;
ÇILQOZA	is.;
ÇİLSİFƏTLİ	sif.;
CİLVƏ	f.;
CİLVƏGAH	is.;
CİLVƏKAR	sif.;
CİLVƏKARLIQ	is.;
CİLVƏLƏN	f.;
CİLVƏLƏNMƏ	f.;
CİLVƏLƏNMƏK	f.;
CİLVƏLİ	sif.;
CILXA	sif.;
CILXACA	sif.;
CILXA-TEYXA	sif.;
ÇİM	ed.;
CİM	is.;
ÇİM	is.;
ÇİMALTI	is.;
ÇİMÇİN	f.;
ÇİMÇİNMƏ	f.;
ÇİMÇİŞ	f.;
ÇİMÇİŞMƏ	f.;
ÇİMÇİŞMƏK	f.;
ÇİMDİK	is.;
ÇİMDİK-ÇİMDİK	sif.;zer.;
ÇİMDİKLƏ	f.;
ÇİMDİKLƏMƏ	f.;
ÇİMDİKLƏMƏK	f.;
ÇİMDİKLƏN	f.;
ÇİMDİKLƏNMƏ	f.;
ÇİMDİKLƏŞ	f.;
ÇİMDİKLƏŞMƏ	f.;
ÇİMDİKLƏŞMƏK	f.;
ÇİMDİKLİ	sif.;
ÇİMDİR	f.;
ÇİMDİRİL	f.;
ÇİMDİRİLMƏ	f.;
ÇİMDİRMƏ	f.;
ÇİMDİRMƏK	f.;
ÇİMƏRLİK	is.;
CİMİLDƏ	f.;
ÇİMİLDƏ	f.;
CİMİLDƏMƏ	f.;
ÇİMİLDƏMƏ	f.;
CİMİLDƏŞ	f.;
ÇİMİLDƏŞ	f.;
CİMİLDƏŞMƏ	f.;
ÇİMİLDƏŞMƏ	f.;
CİMİLTİ	is.;
ÇİMİLTİ	is.;
ÇİMİR	is.;
ÇİMİŞ	f.;
ÇİMİŞMƏ	f.;
ÇİMİŞMƏK	f.;
ÇİMİZDİR	f.;
ÇİMİZDİRİL	f.;
ÇİMİZDİRİLMƏ	f.;
ÇİMİZDİRMƏ	f.;
ÇİMİZDİRMƏK	f.;
ÇİMKƏ	is.;
ÇİMKƏSƏN	is.;
ÇİMKİRMƏ	f.;
ÇİMKİRMƏK	f.;
ÇİMLƏ	f.;
ÇİMLƏMƏ	f.;
ÇİMLƏMƏK	f.;
ÇİMLƏN	f.;
ÇİMLƏNDİR	f.;
ÇİMLƏNDİRMƏ	f.;
ÇİMLƏNMƏ	f.;
ÇİMLƏŞ	f.;
ÇİMLƏŞDİR	f.;
ÇİMLƏŞMƏ	f.;
ÇİMLƏT	f.;
ÇİMLƏTMƏ	f.;
ÇİMLİ	sif.;
ÇİMMƏ	f.;
ÇİMMƏK	f.;
ÇIMXIR	is.;
ÇIMXIRMA	f.;
ÇIMXIRMAQ	f.;
CİN	is.;
ÇİN	is.;
ÇİN	zer.;
CİNAH	is.;
CINAQ	is.;
ÇINAQ	is.;
CINAQLI	sif.;
ÇİNAR	is.;
ÇİNARABƏNZƏR	sif.;
ÇİNARBOY	is.;
ÇİNARBOYLU	sif.;
ÇİNARLIQ	is.;
ÇİNARYARPAQ	is.;
CİNAS	is.;
CİNAYƏT	is.;
CİNAYƏT-AXTARIŞ	is.;
CİNAYƏT-CƏZA	is.;
CİNAYƏTKAR	is.;
CİNAYƏTKARANƏ	zer.;
CİNAYƏTKARCA	zer.;
CİNAYƏTKARCASINA	zer.;
CİNAYƏTKARCASINA	zer.;
CİNAYƏTKARLIQ	is.;
CİNAYƏTLİ	sif.;
CİNAYƏT-PROSESSUAL	is.;
CİNBAZ	is.;
CİNBAZLIQ	is.;
ÇİNBƏÇİN	zer.;
CİNCAR	is.;
ÇİNCƏ	sif.;zer.;
CİNCİLİM	is.;
ÇİN-ÇİN	sif.;zer.;
CIN-CINDIR	sif.;
CINDA	is.;
CİNDAR	is.;
CİNDARLIQ	is.;
CINDIR	is.;sif.;
CINDIRÇI	f.;
CINDIRÇILIQ	is.;
CINDIRLAŞ	f.;
CINDIRLAŞDIR	f.;
CINDIRLAŞDIRMA	f.;
CINDIRLAŞMA	f.;
CINDIRLAŞMAQ	f.;
CINDIRLI	sif.;
CINDIR-MINDIR	is.;
ÇİNƏDAN	is.;
CİNG	is.;
CİNG-CİNG	zer.;
CİNGƏLDİ	is.;
CİNGƏNƏ	sif.;
CİNGİLDƏ	f.;
CİNGİLDƏDİL	f.;
CİNGİLDƏDİLMƏ	f.;
CİNGİLDƏMƏ	f_is.;
CİNGİLDƏMƏK	f.;
CİNGİLDƏN	f.;
CİNGİLDƏNMƏ	f.;
CİNGİLDƏŞ	f.;
CİNGİLDƏŞMƏ	f.;
CİNGİLDƏT	f.;
CİNGİLDƏTMƏ	f.;
CİNGİLDƏTMƏK	f.;
CİNGİLTİ	is.;
CİNGİLTİLİ	sif.;
CİNGİLTİLİLƏŞ	f.;
CİNGİLTİLİLƏŞMƏ	f.;
CİNGİLTİLİLİK	is.;
CİNGİM-CİNGİM	zer.;
CİNGÖZ	sif.;
CİNGÖZLÜK	is.;
ÇİNİ	is.;
ÇİNİLƏ	f.;
ÇİNİLƏMƏ	f.;
ÇINLA	f.;
ÇINLAMA	f.;
ÇINLAMAQ	f.;
ÇINLAT	f.;
ÇINLATMA	f.;
ÇINLATMAQ	f.;
ÇİNLƏ	f.;
ÇİNLƏMƏ	f.;
ÇİNLƏMƏK	f.;
CİNLƏN	f.;
CİNLƏNDİR	f.;
ÇİNLƏNDİR	f.;
CİNLƏNDİRİL	f.;
CİNLƏNDİRİLMƏ	f.;
CİNLƏNDİRMƏ	f.;
ÇİNLƏNDİRMƏ	f.;
CİNLƏNDİRMƏK	f.;
CİNLƏNMƏ	f.;
ÇİNLƏNMƏ	f.;
CİNLƏNMƏK	f.;
ÇİNLƏNMƏK	f.;
CİNLƏT	f.;
ÇİNLƏT	f.;
CİNLƏTMƏ	f.;
ÇİNLƏTMƏ	f.;
CİNLƏTMƏK	f.;
ÇİNLİ	is.;
CİNLİ	sif.;
CİNLİ-CİNLİ	zer.;
CİNLİLİK	is.;
CİNOTU	is.;
ÇİNOVNİK	is.;
ÇİNOVNİKLİK	is.;
CINQ, CINQ-CINQ	teqlidi. soz;
CINQ-CINQ	zer.;
ÇINQIL	is.;
CINQILDA	f.;
CINQILDAMA	f.;
CINQILDAMAQ	f.;
CINQILDAQOTU	is.;
CINQILDAT	f.;
CINQILDATMA	f.;
CINQILDATMAQ	f.;
CINQILI	sif.;
CINQILIQ	is.;
ÇINQILLI	sif.;
ÇINQILLIQ	is.;
ÇINQILOTU	is.;
CINQILTI	is.;
ÇINQILYÜKLƏYƏN	is.;
CINQIR	is.;
ÇINQIR	is.;
ÇINQIRIQ	is.;
CINQIROV	is.;
ÇINQIRTI	is.;
CİNS	is.;
CİN-ŞƏYATİN	is.;
CİN-ŞEYTAN	is.;
CİNSİ	sif.;
CİNSİYYƏT	is.;
CİNSİYYƏTLİ	sif.;
CİNSLƏRARASI	is.;
CİNSLƏŞ	f.;
CİNSLƏŞDİR	f.;
CİNSLƏŞDİRİL	f.;
CİNSLƏŞDİRİLMƏ	f.;
CİNSLƏŞDİRİLMƏK	f.;
CİNSLƏŞDİRMƏ	f.;
CİNSLƏŞDİRMƏK	f.;
CİNSLƏŞMƏ	f.;
CİNSLİ	sif.;
CİNSLİK	sif.;
CİNSLİLİK	sif.;
CİNSSİZ	sif.;
CİNSSİZLİK	is.;
ÇİNŞÜNAS	is.;
ÇİNŞÜNASLIQ	is.;
ÇİNVARI	sif.;
ÇİP	is.;
ÇIPAÇIP	is.;
ÇIPILDAT	f.;
ÇIPILDATMA	f.;
ÇIQ-ÇIQ	zer.;
CIQLA	f.;
CIQLAMA	f.;
CIQQ	is.;
CIQQA	is.;
CIQQALAN	f.;
CIQQALANMA	f.;
CIQQALI	sif.;
ÇIQQILDA	f.;
ÇIQQILDAMA	f.;
ÇIQQILDAMAQ	f.;
ÇIQQILDAT	f.;
ÇIQQILDATMA	f.;
ÇIQQILDATMAQ	f.;
CIQQILI	is.;
ÇIQQILI	sif.;
CIQQILTI	is.;
ÇIQQILTI	is.;
CIQQIR	is.;
CIQQIRIQ	is.;
CIR	sif.;
ÇIRA	f.;is.;
ÇIRAQ	is.;
ÇIRAQALTI	is.;
ÇIRAQBAN	is.;
ÇIRAQBANLIQ	is.;
ÇIRAQBƏND	is.;
ÇIRAQDAN	is.;
ÇIRAQLI	sif.;
ÇIRAQLIQ	is.;
ÇIRAQSIZ	sif.;
CIRBIR	is.;
CIR-CINDA	is.;
CIR-CINDALI	sif.;
CIR-CINDIR	is.;
CIR-CINDIRLI	sif.;
CIR-CIR	sif.;zer.;
ÇIR-ÇIR	teqlidi. soz;
CIRCIRAMA	is.;
ÇIR-ÇIRPI	is.;
CIRDIR	f.;
CIRDIRMA	f.;
CIRDIRMAQ	f.;
CİRƏ	is.;
CİRƏ-DUZ	is.;
CİRƏXOR	sif.;
CIRHACI	is.;
CIRHACIR	is.;
CIRIL	f.;
CIRILDA	f.;
CIRILDAMA	f.;
CIRILDAMAQ	f.;
CIRILDAŞ	f.;
CIRILDAŞMA	f.;
CIRILDAŞMAQ	f.;
CIRILDAT	f.;
CIRILDATMA	f.;
CIRILDATMAQ	f.;
CIRILDAYA-CIRILDAYA	zer.;
CIRILĞAN	is.;
CIRILĞANLIQ	is.;
CIRILMA	f.;
CIRILMAQ	f.;
CIRILTI	is.;
CIRILTILI	is.;
CIRIM	is.;
CIRIM-CINDIR	is.;
CIRIM-CIRIM	zer.;
CİRİNG-CİRİNG	teqlidi. soz;
CİRİNGHACİRİNG	is.;
CİRİNGİLDƏ	f.;
CİRİNGİLDƏMƏ	f.;
CİRİNGİLDƏMƏK	f.;
CİRİNGİLTİ	is.;
CİRİNGİLTİLİ	sif.;
CIRINQ-CIRINQ	teqlidi. soz;
CIRINQHACIRINQ	is.;
CIRINQILTI	is.;
CIRIQ	is.;sif.;
CIRIQ-CINDIR	is.;
CIRIQ-CIRIQ	sif.;
CIRIQ-CIRTIQ	is.;
CIRIQ-MIRIQ	sif.;
CIRIQ-SÖKÜK	sif.;
ÇİRİŞ	is.;
ÇİRİŞLƏ	f.;
ÇİRİŞLƏMƏ	f.;
ÇİRİŞLƏN	f.;
ÇİRİŞLƏNMƏ	f.;
ÇİRİŞLƏT	f.;
ÇİRİŞLƏTMƏ	f.;
ÇİRİŞLİ	sif.;
ÇİRİŞOTU	is.;
ÇİRK	is.;sif.;
ÇİRKAB	is.;
ÇİRKAPARAN	is.;
ÇİRKƏTAB	sif.;
ÇİRKGÖTÜRƏN	sif.;
ÇİRKGÖTÜRMƏYƏN	sif.;
ÇİRKİN	sif.;
ÇİRKİNLƏŞ	f.;
ÇİRKİNLƏŞDİR	f.;
ÇİRKİNLƏŞDİRİL	f.;
ÇİRKİNLƏŞDİRİLMƏ	f.;
ÇİRKİNLƏŞDİRMƏ	f.;
ÇİRKİNLƏŞMƏ	f.;
ÇİRKİNLƏŞMƏK	f.;
ÇİRKİNLİK	is.;
ÇİRKLƏN	f.;
ÇİRKLƏNDİR	f.;
ÇİRKLƏNDİRİCİ	sif.;
ÇİRKLƏNDİRİL	f.;
ÇİRKLƏNDİRİLMƏ	f.;
ÇİRKLƏNDİRMƏ	f.;
ÇİRKLƏNDİRMƏK	f.;
ÇİRKLƏNMƏ	f.;
ÇİRKLƏNMƏK	f.;
ÇİRKLƏŞ	f.;
ÇİRKLƏŞMƏ	f.;
ÇİRKLƏT	f.;
ÇİRKLƏTMƏ	f.;
ÇİRKLİ	sif.;
ÇİRKLİK	is.;
ÇİRKLİ-PASLI	sif.;
ÇİRK-PAS	is.;
ÇİRK-PASAQ	is.;
ÇİRK-PASLI	sif.;
CIRLA	f.;
CIRLAMA	f.;
CIRLAMAQ	f.;
CIRLAN	f.;
CIRLANMA	f.;
CIRLAŞ	f.;
CIRLAŞDIR	f.;
CIRLAŞDIRMA	f.;
CIRLAŞMA	f.;
CIRLAŞMAQ	f.;
CIRLAT	f.;
CIRLATMA	f.;
CIRLIQ	is.;
CIRMA	f.;
ÇIRMA	f.;
ÇIRMALA	f.;
ÇIRMALAMA	f.;
ÇIRMALAMAQ	f.;
ÇIRMALANMA	f.;
ÇIRMALANMAQ	f.;
ÇIRMALI	sif.;
ÇIRMAMA	f.;
ÇIRMAMAQ	f.;
ÇIRMAN	f.;
ÇIRMANMA	f.;
ÇIRMANMAQ	f.;
CIRMAQ	f.;
CIRMAQ	is.;
CIRMAQLA	f.;
CIRMAQLAMA	f.;
CIRMAQLAMAQ	f.;
CIRMAQLAN	f.;
CIRMAQLANMA	f.;
CIRMAQLAŞ	f.;
CIRMAQLAŞMA	f.;
CIRMAQLAŞMAQ	f.;
CIRNA	f.;
CIRNAMA	f.;
CIRNAMAQ	f.;
CIRNAN	f.;
CIRNANMA	f.;
CIRNAQ	is.;
CIRNAT	f.;
CIRNATMA	f.;
CIRNATMAQ	f.;
ÇIRP	f.;
ÇIRPDIR	f.;
ÇIRPDIRIL	f.;
ÇIRPDIRILMA	f.;
ÇIRPDIRMA	f.;
ÇIRPHAÇIRP	is.;
ÇIRPI	is.;
ÇIRPIL	f.;
ÇIRPILI	sif.;
ÇIRPILMA	f.;
ÇIRPILMAQ	f.;
ÇIRPIN	f.;
ÇIRPINIŞ	is.;
ÇIRPINMA	f.;
ÇIRPINMAQ	f.;
ÇIRPINTI	is.;
ÇIRPIQ	sif.;
ÇIRPIŞDIR	f.;
ÇIRPIŞDIRICI	sif.;
ÇIRPIŞDIRIL	f.;
ÇIRPIŞDIRILMA	f.;
ÇIRPIŞDIRMA	f.;
ÇIRPIŞDIRMAQ	f.;
ÇIRPMA	f.;
ÇIRPMAQ	f.;
CIRQURSAQ	is.;
CIRQURSAQLIQ	is.;
CIRT	teqlidi. soz;
ÇIRT	teqlidi. soz;
CIRTACIRT	is.;
ÇIRTAÇIRT	zer.;
ÇIRTAQUŞ	is.;
ÇIRT-ÇIRT	zer.;
ÇIRTDA	f.;
ÇIRTDAMA	f.;
CIRTDAN	is.;
CIRTDANBOY	is.;
CIRTDANBOYLU	sif.;
CIRTDANBOYLULUQ	is.;
CIRTDANLIQ	is.;
CIRTDANQUŞ	is.;
ÇIRTDAQ	is.;
ÇIRTIL	f.;
ÇIRTILDA	f.;
ÇIRTILDAMA	f.;
ÇIRTILDAMAQ	f.;
ÇIRTILMA	f.;
ÇIRTILTI	is.;
ÇIRTIM-ÇIRTIM	sif.;
ÇIRTI-PIRTI	sif.;
ÇIRTIQ	is.;
ÇIRTLA	f.;
ÇIRTLAMA	f.;
ÇIRTLAMAQ	f.;
ÇIRTLAQ	is.;
ÇIRTLAŞ	f.;
ÇIRTLAŞMA	f.;
ÇIRTMA	f.;is.;
ÇIRTMA	is.;
ÇIRTMALA	f.;
ÇIRTMALAMA	f.;
ÇIRTMALAMAQ	f.;
ÇIRTMAQ	f.;
ÇİRTMƏK	is.;
ÇIRTMIQ	is.;
CIRTNƏNƏ	is.;
ÇIRTNƏNƏ	is.;
CIRTQOZ	is.;
CIRTQOZLUQ	is.;
ÇİS	is.;
